product_id,name,brand,price_eur,category,sub_category,style_category,price_range,image_url,image_score,selected
,"Wiesbaden Liora half vrijstaand ligbad x acryl mat wit met waste mat wit – mat wit, wit",Wiesbaden,1749.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/70cefcc3f1283aae12653f75c770fa71.jpg/wiesbaden-liora-half-vrijstaand-ligbad-180-x-80-cm-acryl-mat-wit-met-waste-mat-wit-sw1158955.jpg,9,True
,Wiesbaden Zenn hoekbad links x acryl glans wit met waste glans wit – wit,Ink,1359.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/2fe8d520bc036cf9fa857dc83ff40ee2.jpg/wiesbaden-zenn-hoekbad-links-180-x-80-cm-acryl-glans-wit-met-waste-glans-wit-sw1158957.jpg,9,True
,Wiesbaden Zenn hoekbad rechts x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/0bb61d194b6dcdc800759d747a050f5d.jpg/wiesbaden-zenn-hoekbad-rechts-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158950.jpg,9,True
,Xenz Cyprus Hoekbad,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/02eea0db3cd81652d138585a156aa13f.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-ebony-sw103542.jpg,9,True
,Xenz Cyprus Hoekbad – wit,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/5dd2f549c5fcbe43cd4b2ca11549bbc3.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103533.jpg,9,True
,Xenz Society Hoekbad – wit,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/e3fc497db635d2cdf21b6455c7b54133.jpg/xenz-society-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103513.jpg,9,True
,"Zeza Cheb Half vrijstaand acryl bad – mat wit, wit",ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-mat-wit-sw999818.jpg,9,True
,Zeza Cheb Half vrijstaand acryl bad – wit,ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-glans-wit-sw276846.jpg,9,True
,Zeza Cheb Half vrijstaand hoekbad – wit,ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/6e8643eab5ed75fe2aa0d17e7a4755d1.jpg/zeza-cheb-half-vrijstaand-hoekbad-links-170x80cm-incl-poten-sifon-acryl-glans-wit-sw647689.jpg,9,True
,Gardentub beschermhoes – antraciet,Unknown,81.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/9216e5c07f80772f09a46abbe307a2e0.jpg/gardentub-beschermhoes-zonder-kraancover-antraciet-sw1075480.jpg,9,True
,Geberit Bastia Urinoir – wit,Geberit,103.89,Faucet,,,,https://static.rorix.nl/image/product/galvano/400x400/D130001001561363.jpg/geberit-bastia-urinoir-achter-inlaat-afvoer-achter-wit-sw878580.jpg,9,True
,Ideavit ARCHTEC-B2W-CRM Back-To-Wall Bad – beige,Unknown,2450.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/3804dbc313b314d663dcc7243253a376.jpg/ideavit-archtec-b2w-crm-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-creme-beige-sw1220457.jpg,9,True
,Ideavit ARCHTEC-B2W-GR Back-To-Wall Bad – grijs,Unknown,2450.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/5d7ae6436d6173c2e5533fc4687b3674.jpg/ideavit-archtec-b2w-gr-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-grijs-sw1220456.jpg,9,True
,Ideavit ARCHTEC-B2W-WH Back-To-Wall Bad – wit,Unknown,2400.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e1476e4c518b0c3a544568943d83346a.jpg/ideavit-archtec-b2w-wh-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-wit-sw1220455.jpg,9,True
,Riho Desire half vrijstaand half vrijstaand ligbad met overloop 180x84cm met Sifon Mat Wit – mat wit,Riho,2400.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/9135b2d01e29c21acffa013927e23f2c.jpg/riho-desire-half-vrijstaand-half-vrijstaand-ligbad-met-overloop-180x84cm-met-sifon-mat-wit-sw412248.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Links 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-glans-wit-sw412172.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Rechts 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-glans-wit-sw412209.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling Rechts 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-mat-wit-sw412221.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling links 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-mat-wit-sw412185.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 180x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-180x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699376.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 190x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-190x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699374.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699372.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699377.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699381.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699380.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699379.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699378.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699387.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699382.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699384.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699385.jpg,9,True
,Riho Easypool 3.1 Miami whirlpoolbad – wit,Riho,931.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/1c6f636a0d6d06a737304ebfa1934b29.jpg/riho-easypool-3.1-miami-whirlpoolbad-170x70cm-airo-pneumatische-bediening-rechts-inclusief-poten-en-afvoer-glans-wit-sw1116789.jpg,9,True
,Wiesbaden Liora half vrijstaand ligbad x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/6510d7c4fb8fbf3e52fb0312c51ef7d9.jpg/wiesbaden-liora-half-vrijstaand-ligbad-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158951.jpg,9,True
,"Wiesbaden Liora half vrijstaand ligbad x acryl mat wit met waste mat wit – mat wit, wit",Wiesbaden,1749.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/70cefcc3f1283aae12653f75c770fa71.jpg/wiesbaden-liora-half-vrijstaand-ligbad-180-x-80-cm-acryl-mat-wit-met-waste-mat-wit-sw1158955.jpg,9,True
,Wiesbaden Zenn hoekbad links x acryl glans wit met waste glans wit – wit,Ink,1359.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/2fe8d520bc036cf9fa857dc83ff40ee2.jpg/wiesbaden-zenn-hoekbad-links-180-x-80-cm-acryl-glans-wit-met-waste-glans-wit-sw1158957.jpg,9,True
,Wiesbaden Zenn hoekbad rechts x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/0bb61d194b6dcdc800759d747a050f5d.jpg/wiesbaden-zenn-hoekbad-rechts-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158950.jpg,9,True
,Xenz Cyprus Hoekbad,Unknown,,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/02eea0db3cd81652d138585a156aa13f.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-ebony-sw103542.jpg,9,True
,Xenz Cyprus Hoekbad – wit,Unknown,,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/5dd2f549c5fcbe43cd4b2ca11549bbc3.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103533.jpg,9,True
,Xenz Society Hoekbad – wit,Unknown,,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/e3fc497db635d2cdf21b6455c7b54133.jpg/xenz-society-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103513.jpg,9,True
,"Zeza Cheb Half vrijstaand acryl bad – mat wit, wit",ZEZA,1850.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-mat-wit-sw999818.jpg,9,True
,Zeza Cheb Half vrijstaand acryl bad – wit,ZEZA,1850.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-glans-wit-sw276846.jpg,9,True
,Zeza Cheb Half vrijstaand hoekbad – wit,ZEZA,1850.0,Faucet,,,,https://static.rorix.nl/image/product/overig/400x400/6e8643eab5ed75fe2aa0d17e7a4755d1.jpg/zeza-cheb-half-vrijstaand-hoekbad-links-170x80cm-incl-poten-sifon-acryl-glans-wit-sw647689.jpg,9,True
,"Adema Classico toiletset bestaande uit inbouwreservoir en toiletpot, basic toiletzitting en bedienin",Adema,331.99,Lighting,,budget_functional,budget,"https://static.rorix.nl/image/product/overig/400x400/a936a1bb73fbd06c7fd65bcb833bcd0e.jpg/adema-classico-toiletset-bestaande-uit-inbouwreservoir-en-toiletpot,-basic-toiletzitting-en-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164788.jpg",9,True
,Hotbath &MORE Spiegel Oval direct en indirect LED spiegelverwarming dimbaar met afstandsbediening Ge,Hotbath,550.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/147318aa2517b47a1a0e7f7b7b98af4b.jpg/hotbath-more-spiegel-oval-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-koper-pvd-sw1245608.jpg,9,True
,Hotbath &MORE Spiegel Oval direct en indirect LED spiegelverwarming dimbaar met afstandsbediening Ge,Hotbath,550.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/52f0095d4bf967a4d38b44b348d227a4.jpg/hotbath-more-spiegel-oval-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-messing-pvd-sw1245603.jpg,9,True
,Hotbath &MORE Spiegel Round direct en indirect LED spiegelverwarming dimbaar met afstandsbediening G,Hotbath,695.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/df2b665b5fc13badaec4c00b73c36347.jpg/hotbath-more-spiegel-round-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-koper-pvd-sw1245870.jpg,9,True
,INK SP7 Spiegel,Unknown,759.5,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/d9eacffcf4c4389ee805795d7c6c1c38.jpg/ink-sp7-spiegel-120x3x80cm-led-rondom-gematteerd-colour-changing-dimbaar-aluminium-zilver-sb8407850.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – licht grijs, grijs, rechthoekige knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/720e6557bdca703b8888cea9d3782e01.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35-mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-beige-sw1164379.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – licht grijs, grijs, ronde knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/e489a4cc8a832fe18f9a0b529bd1bdaf.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-beige-sw1164800.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – mat zwart, zwart, rechthoekige knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/cf8ae929f1e60c434f679308d0b7e6f9.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-zwart-sw1164393.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – wit, licht grijs, ronde knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4900119ebaf7ad42c71872f12e112f45.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-slim-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-wit-mat-sw1164797.jpg,9,True
,"QeramiQ Dely Toiletset – licht grijs, grijs, ronde knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/ab5c7cc2b2947bb65891fadd5a34ced2.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-mat-beige-sw1242404.jpg,9,True
,"QeramiQ Dely Toiletset – mat wit, wit, rechthoekige knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/c1963e6a5c8a8d2bd997741f4d4e73e6.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-wit-sw1235372.jpg,9,True
,"QeramiQ Dely Toiletset – mat wit, wit, ronde knoppen",Geberit,530.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a351eee671787a427a5d5a8882560e34.jpg/qeramiq-dely-toiletset-36.3x51.7cm-diepspoel-rimless-geberit-up320-inbouwreservoir-softclose-toilet-zitting-35-mm-bedieningsplaat-licht-grijs-ronde-knoppen-mat-wit-sw1235374.jpg,9,True
,"QeramiQ Salina Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,600.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/6c99f889abfacc150d1c8c6b887733e1.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningspaneel-met-bedieningsplaat-licht-grijs-rechthoekige-knoppen-glans-wit-sw1164294.jpg,9,True
,"QeramiQ Salina Toiletset – wit, licht grijs, ronde knoppen",Geberit,600.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/42e290cf50f92922ecb8e091b1c94758.jpg/qeramiq-salina-toiletset-rimless-geberit-inbouwreservoir-diepspoel-wandcloset-softclose-quickrelease-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164779.jpg,9,True
,Riho Desire half vrijstaand half vrijstaand ligbad met overloop 180x84cm met Sifon met LED plint Gla,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e2239e2cf3858a1cf3a828b71689af81.jpg/riho-desire-half-vrijstaand-half-vrijstaand-ligbad-met-overloop-180x84cm-met-sifon-met-led-plint-glans-wit-sw385498.jpg,9,True
,Riho Desire halfvrijstaand bad – wit,Riho,4462.0,Lighting,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/dace0497e7dc7d6602efbe852ae3fa8a.jpg/riho-desire-halfvrijstaand-bad-180x84cm-middenopstelling-met-led-plint-sparkle-met-chromen-badvuller-acryl-wit-hoogglans-sw547896.jpg,9,True
,Riho Desire hoekbad acryl bad 184x84cm met sifon met LED Plint Hoekopstelling Links glans wit – wit,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/83d5291d14d97177373417a950aef96f.jpg/riho-desire-hoekbad-acryl-bad-184x84cm-met-sifon-met-led-plint-hoekopstelling-links-glans-wit-sw412177.jpg,9,True
,Riho Desire hoekbad acryl bad 184x84cm met sifon met LED plint Hoekopstelling Rechts glans wit – wit,Riho,2262.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2e193c3225a0ad5b01adfaa5117ab50e.jpg/riho-desire-hoekbad-acryl-bad-184x84cm-met-sifon-met-led-plint-hoekopstelling-rechts-glans-wit-sw412216.jpg,9,True
,Riho Desire hoekbad – wit,Riho,2704.0,Lighting,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/d6ab4ee274c5287ac9545421210d0ad6.jpg/riho-desire-hoekbad-170x77cm-hoekopstelling-links-met-led-plint-met-chromen-badvuller-acryl-wit-hoogglans-sw925264.jpg,9,True
,"Villeroy & Boch Subway 2.0 Compact DirectFlush Toiletset – wit, licht grijs, ronde knoppen",Geberit,712.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a2b9d04f2d3b0651c4656feb057df8e9.jpg/villeroy-boch-subway-2.0-compact-directflush-toiletset-geberit-reservoir-softclose-quickrelease-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164784.jpg,9,True
,"Villeroy & Boch Subway 2.0 compact DirectFlush Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,712.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/a5c82f5f027b836c7fe676c20badd3ba.jpg/villeroy-boch-subway-2.0-compact-directflush-toiletset-geberit-reservoir-softclose-quickrelease-bedieningsplaat-bedieningsplaat-licht-grijs-rechthoekige-knoppen-wit-sw1164306.jpg,9,True
,"Villeroy Boch Subway 2.0 DirectFlush Toiletset – wit, licht grijs, rechthoekige knoppen",Geberit,675.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/cb8689b72a59fb1453ee81c73203f790.jpg/villeroy-boch-subway-2.0-directflush-toiletset-softclose-geberit-reservoir-qeramiq-bedieningsplaat-bedieningsplaat-licht-grijs-rechthoekige-knoppen-wit-sw1164314.jpg,9,True
,"Villeroy Boch Subway 2.0 DirectFlush Toiletset – wit, licht grijs, ronde knoppen",Geberit,675.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/7687fca83b1ff282c50e893785362bfb.jpg/villeroy-boch-subway-2.0-directflush-toiletset-softclose-geberit-reservoir-qeramiq-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164786.jpg,9,True
,Wiesbaden Tigris spiegel rechthoek met LED x,Wiesbaden,299.0,Lighting,,budget_functional,budget,https://static.rorix.nl/image/product/overig/400x400/574e8e0069703.jpg/wiesbaden-tigris-spiegel-rechthoek-met-led-120-x-80-cm-sw65809.jpg,9,True
,"Adema Classico toiletset bestaande uit inbouwreservoir en toiletpot, basic toiletzitting en bedienin",Adema,331.99,Lighting,,budget_functional,budget,"https://static.rorix.nl/image/product/overig/400x400/a936a1bb73fbd06c7fd65bcb833bcd0e.jpg/adema-classico-toiletset-bestaande-uit-inbouwreservoir-en-toiletpot,-basic-toiletzitting-en-bedieningsplaat-licht-grijs-ronde-knoppen-wit-sw1164788.jpg",9,True
,Hotbath &MORE Spiegel Oval direct en indirect LED spiegelverwarming dimbaar met afstandsbediening Ge,Hotbath,550.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/147318aa2517b47a1a0e7f7b7b98af4b.jpg/hotbath-more-spiegel-oval-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-koper-pvd-sw1245608.jpg,9,True
,Hotbath &MORE Spiegel Oval direct en indirect LED spiegelverwarming dimbaar met afstandsbediening Ge,Hotbath,550.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/52f0095d4bf967a4d38b44b348d227a4.jpg/hotbath-more-spiegel-oval-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-messing-pvd-sw1245603.jpg,9,True
,Hotbath &MORE Spiegel Round direct en indirect LED spiegelverwarming dimbaar met afstandsbediening G,Hotbath,695.0,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/df2b665b5fc13badaec4c00b73c36347.jpg/hotbath-more-spiegel-round-direct-en-indirect-led-spiegelverwarming-dimbaar-met-afstandsbediening-geborsteld-koper-pvd-sw1245870.jpg,9,True
,INK SP7 Spiegel,Unknown,759.5,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/d9eacffcf4c4389ee805795d7c6c1c38.jpg/ink-sp7-spiegel-120x3x80cm-led-rondom-gematteerd-colour-changing-dimbaar-aluminium-zilver-sb8407850.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – licht grijs, grijs, rechthoekige knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/720e6557bdca703b8888cea9d3782e01.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35-mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-beige-sw1164379.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – licht grijs, grijs, ronde knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/e489a4cc8a832fe18f9a0b529bd1bdaf.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-ronde-knoppen-beige-sw1164800.jpg,9,True
,"QeramiQ Dely Swirl Toiletset – mat zwart, zwart, rechthoekige knoppen",Geberit,541.99,Lighting,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/cf8ae929f1e60c434f679308d0b7e6f9.jpg/qeramiq-dely-swirl-toiletset-36.3x51.7cm-geberit-up320-inbouwreservoir-met-burda-frame-35mm-zitting-bedieningsplaat-licht-grijs-rechthoekige-knoppen-mat-zwart-sw1164393.jpg,9,True
